,Glacier Name,Glacier Exists?,Area,Glacier Melt Record Date,Latitude,Longitude,Area Analysis Date,Temperature in F
1442,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1443,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1444,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1445,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1446,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1447,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1448,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1449,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1450,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1451,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1452,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1453,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1454,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1455,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1456,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1457,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1458,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1459,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1460,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1461,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1462,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1463,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1464,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1465,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1466,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1467,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1468,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1469,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1470,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1471,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1472,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1473,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1474,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1475,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1476,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1477,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1478,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1479,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1480,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1481,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1482,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1483,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1484,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1485,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1486,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1487,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1488,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1489,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1490,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1491,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1492,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1493,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1494,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1495,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1496,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1497,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1498,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1499,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1500,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1501,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1502,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1503,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1504,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1505,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1506,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1507,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1508,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1509,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1510,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1511,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1512,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1513,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1514,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1515,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1516,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1517,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1518,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1519,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1520,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1521,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1522,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1523,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1524,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1525,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1526,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1527,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1528,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1529,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1530,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1531,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1532,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1533,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1534,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1535,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1536,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1537,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1538,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1539,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1540,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1541,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1542,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1543,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1544,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1545,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1546,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1547,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1548,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1549,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1550,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1551,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1552,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1553,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1554,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1555,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1556,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1557,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1558,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1559,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1560,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1561,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1562,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1563,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1564,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1565,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1566,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1567,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1568,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1569,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1570,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1571,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1572,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1573,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1574,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1575,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1576,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1577,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1578,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1579,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1580,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1581,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1582,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1583,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1584,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1585,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1586,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1587,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1588,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1589,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1590,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1591,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1592,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1593,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1594,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1595,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1596,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1597,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1598,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1599,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1600,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1601,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1602,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1603,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1604,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1605,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1606,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1607,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1608,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1609,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1610,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1611,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1612,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1613,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1614,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1615,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1616,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1617,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1618,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1619,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1620,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1621,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1622,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1623,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1624,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1625,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1626,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1627,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1628,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1629,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1630,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1631,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1632,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1633,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1634,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1635,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1636,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1637,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1638,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1639,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1640,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1641,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1642,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1643,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1644,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1645,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1646,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1647,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1648,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1649,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1650,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1651,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1652,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1653,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1654,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1655,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1656,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1657,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1658,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1659,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1660,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1661,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1662,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1663,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1664,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1665,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1666,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1667,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1668,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1669,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1670,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1671,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1672,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1673,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1674,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1675,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1676,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1677,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1678,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1679,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1680,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1681,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1682,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1683,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1684,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1685,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1686,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1687,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1688,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1689,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1690,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1691,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1692,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1693,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1694,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1695,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1696,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1697,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1698,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1699,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1700,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1701,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1702,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1703,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1704,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1705,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1706,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1707,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1708,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1709,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1710,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1711,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1712,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1713,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1714,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1715,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1716,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1717,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1718,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1719,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1720,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1721,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1722,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1723,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1724,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1725,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1726,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1727,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1728,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1729,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1730,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1731,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1732,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1733,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1734,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1735,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1736,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1737,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1738,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1739,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1740,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1741,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1742,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1743,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
1744,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
