,line_type,glac_id,anlys_time,src_date,db_area,min_elev,mean_elev,max_elev,primeclass,rec_status,release_dt,gone_date,glac_name,glac_stat,proc_desc,geog_area,conn_lvl,surge_type,term_type,gtng_o1reg,gtng_o2reg,rgi_gl_typ,cluster
38760,glac_bound,G207482E62318N,1302825600,-536457600,0.053529,0,0,0,0,okay,1305230445,e,625,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
42879,glac_bound,G207539E62322N,1262304000,1060387200,0.023354,0,0,0,0,okay,1299393082,e,633,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,59
38937,glac_bound,G207539E62322N,1302825600,-662688000,0.383151,0,0,0,0,okay,1305230445,e,633,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
40078,glac_bound,G222353E58750N,1262304000,1285200000,0.01498,0,0,0,0,okay,1313438640,e,639,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
39314,glac_bound,G207646E62315N,1302825600,-662688000,0.362575,0,0,0,0,okay,1305230445,e,639,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
43123,glac_bound,G207784E62533N,1262304000,1060387200,2.62214,0,0,0,0,okay,1299393082,e,64,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,88
42456,glac_bound,G214110E61222N,1263513600,1184544000,0.48366,0,0,0,0,okay,1269471019,e,64,exists,Manually digitized. Glacier divides determined using watershed algorithm developed by C. Klenholz; Glacier extent digitized manually from satellite imagery. Glacier flow divides automatically delineated using a DEM.,Alaska,0,0,9,1,4,0,25
40659,glac_bound,G222363E58738N,1262304000,1285200000,0.002796,0,0,0,0,okay,1313438640,e,642,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
39320,glac_bound,G207659E62313N,1302825600,-662688000,0.267278,0,0,0,0,okay,1305230445,e,642,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
40044,glac_bound,G222373E58733N,1262304000,1285200000,0.004375,0,0,0,0,okay,1313438640,e,646,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
39601,glac_bound,G207747E62274N,1302825600,-662688000,0.055354,0,0,0,0,okay,1305230445,e,646,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,88
40051,glac_bound,G222381E58731N,1262304000,1285200000,0.007779,0,0,0,0,okay,1313438640,e,648,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
38732,glac_bound,G207759E62298N,1302825600,-662688000,0.02247,0,0,0,0,okay,1305230445,e,648,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,88
43271,glac_bound,G207778E62520N,1262304000,1060387200,0.166854,0,0,0,0,okay,1299393082,e,65,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,88
38888,glac_bound,G209979E63230N,1302825600,-599616000,0.067006,0,0,0,0,okay,1305230445,e,65,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,47
39964,glac_bound,G222353E58731N,1262304000,1285200000,0.01007,0,0,0,0,okay,1313438640,e,656,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
39408,glac_bound,G207220E62225N,1302825600,-473385600,0.561885,0,0,0,0,okay,1305230445,e,656,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
39737,glac_bound,G222566E58684N,1262304000,1284595200,0.02374,0,0,0,0,okay,1313438640,e,658,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
38793,glac_bound,G207269E62274N,1302825600,-536457600,0.085663,0,0,0,0,okay,1305230445,e,658,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
42763,glac_bound,G207764E62541N,1262304000,1060387200,0.18033,0,0,0,0,okay,1299393082,e,66,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,88
38734,glac_bound,G210288E63437N,1302825600,-568080000,0.146115,0,0,0,0,okay,1305230445,e,66,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,47
40183,glac_bound,G222809E58505N,1262304000,1284595200,0.044971,0,0,0,0,okay,1313438640,e,669,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
38849,glac_bound,G207456E62443N,1302825600,-536457600,0.033471,0,0,0,0,okay,1305230445,e,669,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
40070,glac_bound,G222846E58494N,1262304000,1284595200,0.025907,0,0,0,0,okay,1313438640,e,670,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
39427,glac_bound,G207462E62441N,1302825600,-536457600,0.074249,0,0,0,0,okay,1305230445,e,670,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
42431,glac_bound,G211936E61123N,1263513600,1184544000,0.128662,0,0,0,0,okay,1269471019,e,68,exists,Manually digitized. Glacier divides determined using watershed algorithm developed by C. Klenholz; Glacier extent digitized manually from satellite imagery. Glacier flow divides automatically delineated using a DEM.,Alaska,0,0,9,1,4,0,5
38757,glac_bound,G210207E63378N,1302825600,-568080000,0.704373,0,0,0,0,okay,1305230445,e,68,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,47
39741,glac_bound,G223293E58606N,1262304000,1284595200,0.004709,0,0,0,0,okay,1313438640,e,691,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,27
39433,glac_bound,G207445E62145N,1302825600,-473385600,0.057991,0,0,0,0,okay,1305230445,e,691,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
43020,glac_bound,G207426E62129N,1262304000,1060387200,0,0,0,0,0,okay,1299393082,e,7,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,59
39677,glac_bound,G207603E62556N,1302825600,-568080000,0.143016,0,0,0,0,okay,1305230445,e,7,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,88
40082,glac_bound,G222990E58944N,1262304000,1284595200,0.017074,0,0,0,0,okay,1313438640,e,702,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
39233,glac_bound,G207627E62128N,1302825600,-568080000,0.227722,0,0,0,0,okay,1305230445,e,702,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
39904,glac_bound,G222068E59354N,1262304000,1285200000,0.02422,0,0,0,0,okay,1313438640,e,707,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,2
38948,glac_bound,G207536E62082N,1302825600,-568080000,0.072915,0,0,0,0,okay,1305230445,e,707,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,21
42851,glac_bound,G209728E63194N,1262304000,1060387200,0,0,0,0,0,okay,1299393082,e,711,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,95
39246,glac_bound,G207441E62115N,1302825600,-473385600,0.633457,0,0,0,0,okay,1305230445,e,711,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
43120,glac_bound,G209669E63169N,1262304000,1060387200,0,0,0,0,0,okay,1299393082,e,713,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,95
39454,glac_bound,G207558E62197N,1302825600,-568080000,0.158474,0,0,0,0,okay,1305230445,e,713,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
42666,glac_bound,G209680E63123N,1262304000,1060387200,0,0,0,0,0,okay,1299393082,e,715,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,95
39063,glac_bound,G207532E62186N,1302825600,-568080000,0.035979,0,0,0,0,okay,1305230445,e,715,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
43242,glac_bound,G209271E63167N,1262304000,1060387200,0,0,0,0,0,okay,1299393082,e,718,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,95
38932,glac_bound,G207488E62223N,1302825600,-473385600,0.0545,0,0,0,0,okay,1305230445,e,718,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
40410,glac_bound,G222705E58734N,1262304000,1284595200,0.024041,0,0,0,0,okay,1313438640,e,723,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
39229,glac_bound,G207333E62336N,1302825600,-536457600,0.040819,0,0,0,0,okay,1305230445,e,723,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,59
43297,glac_bound,G208304E62863N,1262304000,1060387200,0,0,0,0,0,okay,1299393082,e,735,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,12
38754,glac_bound,G208598E62928N,1302825600,-568080000,0.019854,0,0,0,0,okay,1305230445,e,735,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,12
42875,glac_bound,G208449E62787N,1262304000,1060387200,0.185282,0,0,0,0,okay,1299393082,e,739,exists,"Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Central Alaska Range glaciers were manually digitized from Landsat 7 ETM+ and Landsat 5 imagery acquired from 2003 to 2010, with additional reference to USGS topographic maps, IKONOS imagery, Google Earth, and oblique photos. Glacier flow basin delineation was aided by an algorithm developed by C. Kienholz. Elevation data used was from the USGS NED DEM. Errors in the algorithm output were manually corrected.",Alaska,0,0,9,1,2,0,12
38945,glac_bound,G209416E63135N,1302825600,-473385600,0.005045,0,0,0,0,okay,1305230445,e,739,exists,Manually digitized. Basin delineation was aided by an algorithm developed by C. Kienholz.; Manual digitizing of digital raster graphics (DRG).  DRGs were obtained from Alaska Mapped (http://www.alaskamapped.org/) provided by the Geographic Information Network of Alaska.,Alaska,0,0,9,1,2,0,95
